year, name,zone,tech,value
2022,stor_cap_exo,1,33,20
2020,ev_cap_exo,1,50,1156
2021,ev_cap_exo,1,50,1156
2022,ev_cap_exo,1,50,1156
2023,ev_cap_exo,1,50,1156
2024,ev_cap_exo,1,50,1156
2025,ev_cap_exo,1,50,1156
2026,ev_cap_exo,1,50,1156
2027,ev_cap_exo,1,50,1156
2028,ev_cap_exo,1,50,1156
2029,ev_cap_exo,1,50,1156
2030,ev_cap_exo,1,50,1156
2031,ev_cap_exo,1,50,1156
2032,ev_cap_exo,1,50,1156
2033,ev_cap_exo,1,50,1156
2034,ev_cap_exo,1,50,1156
2035,ev_cap_exo,1,50,1156
2036,ev_cap_exo,1,50,1156
2037,ev_cap_exo,1,50,1156
2038,ev_cap_exo,1,50,1156
2039,ev_cap_exo,1,50,1156
2040,ev_cap_exo,1,50,1156
2041,ev_cap_exo,1,50,1156
2042,ev_cap_exo,1,50,1156
2043,ev_cap_exo,1,50,1156
2044,ev_cap_exo,1,50,1156
2045,ev_cap_exo,1,50,1156
2046,ev_cap_exo,1,50,1156
2047,ev_cap_exo,1,50,1156
2048,ev_cap_exo,1,50,1156
2049,ev_cap_exo,1,50,1156
2050,ev_cap_exo,1,50,1156
2020,ev_cap_exo,1,51,563
2021,ev_cap_exo,1,51,563
2022,ev_cap_exo,1,51,563
2023,ev_cap_exo,1,51,563
2024,ev_cap_exo,1,51,563
2025,ev_cap_exo,1,51,563
2026,ev_cap_exo,1,51,563
2027,ev_cap_exo,1,51,563
2028,ev_cap_exo,1,51,563
2029,ev_cap_exo,1,51,563
2030,ev_cap_exo,1,51,563
2031,ev_cap_exo,1,51,563
2032,ev_cap_exo,1,51,563
2033,ev_cap_exo,1,51,563
2034,ev_cap_exo,1,51,563
2035,ev_cap_exo,1,51,563
2036,ev_cap_exo,1,51,563
2037,ev_cap_exo,1,51,563
2038,ev_cap_exo,1,51,563
2039,ev_cap_exo,1,51,563
2040,ev_cap_exo,1,51,563
2041,ev_cap_exo,1,51,563
2042,ev_cap_exo,1,51,563
2043,ev_cap_exo,1,51,563
2044,ev_cap_exo,1,51,563
2045,ev_cap_exo,1,51,563
2046,ev_cap_exo,1,51,563
2047,ev_cap_exo,1,51,563
2048,ev_cap_exo,1,51,563
2049,ev_cap_exo,1,51,563
2050,ev_cap_exo,1,51,563
2020,ev_cap_exo,1,52,0
2021,ev_cap_exo,1,52,0
2022,ev_cap_exo,1,52,0
2023,ev_cap_exo,1,52,0
2024,ev_cap_exo,1,52,0
2025,ev_cap_exo,1,52,0
2026,ev_cap_exo,1,52,0
2027,ev_cap_exo,1,52,0
2028,ev_cap_exo,1,52,0
2029,ev_cap_exo,1,52,0
2030,ev_cap_exo,1,52,0
2031,ev_cap_exo,1,52,0
2032,ev_cap_exo,1,52,0
2033,ev_cap_exo,1,52,0
2034,ev_cap_exo,1,52,0
2035,ev_cap_exo,1,52,0
2036,ev_cap_exo,1,52,0
2037,ev_cap_exo,1,52,0
2038,ev_cap_exo,1,52,0
2039,ev_cap_exo,1,52,0
2040,ev_cap_exo,1,52,0
2041,ev_cap_exo,1,52,0
2042,ev_cap_exo,1,52,0
2043,ev_cap_exo,1,52,0
2044,ev_cap_exo,1,52,0
2045,ev_cap_exo,1,52,0
2046,ev_cap_exo,1,52,0
2047,ev_cap_exo,1,52,0
2048,ev_cap_exo,1,52,0
2049,ev_cap_exo,1,52,0
2050,ev_cap_exo,1,52,0
2020,ev_cap_exo,1,53,32
2021,ev_cap_exo,1,53,32
2022,ev_cap_exo,1,53,32
2023,ev_cap_exo,1,53,32
2024,ev_cap_exo,1,53,32
2025,ev_cap_exo,1,53,32
2026,ev_cap_exo,1,53,32
2027,ev_cap_exo,1,53,32
2028,ev_cap_exo,1,53,32
2029,ev_cap_exo,1,53,32
2030,ev_cap_exo,1,53,32
2031,ev_cap_exo,1,53,32
2032,ev_cap_exo,1,53,32
2033,ev_cap_exo,1,53,32
2034,ev_cap_exo,1,53,32
2035,ev_cap_exo,1,53,32
2036,ev_cap_exo,1,53,32
2037,ev_cap_exo,1,53,32
2038,ev_cap_exo,1,53,32
2039,ev_cap_exo,1,53,32
2040,ev_cap_exo,1,53,32
2041,ev_cap_exo,1,53,32
2042,ev_cap_exo,1,53,32
2043,ev_cap_exo,1,53,32
2044,ev_cap_exo,1,53,32
2045,ev_cap_exo,1,53,32
2046,ev_cap_exo,1,53,32
2047,ev_cap_exo,1,53,32
2048,ev_cap_exo,1,53,32
2049,ev_cap_exo,1,53,32
2050,ev_cap_exo,1,53,32
2020,ev_cap_exo,1,60,40
2021,ev_cap_exo,1,60,40
2022,ev_cap_exo,1,60,40
2023,ev_cap_exo,1,60,40
2024,ev_cap_exo,1,60,40
2025,ev_cap_exo,1,60,40
2026,ev_cap_exo,1,60,40
2027,ev_cap_exo,1,60,40
2028,ev_cap_exo,1,60,40
2029,ev_cap_exo,1,60,40
2030,ev_cap_exo,1,60,40
2031,ev_cap_exo,1,60,40
2032,ev_cap_exo,1,60,40
2033,ev_cap_exo,1,60,40
2034,ev_cap_exo,1,60,40
2035,ev_cap_exo,1,60,40
2036,ev_cap_exo,1,60,40
2037,ev_cap_exo,1,60,40
2038,ev_cap_exo,1,60,40
2039,ev_cap_exo,1,60,40
2040,ev_cap_exo,1,60,40
2041,ev_cap_exo,1,60,40
2042,ev_cap_exo,1,60,40
2043,ev_cap_exo,1,60,40
2044,ev_cap_exo,1,60,40
2045,ev_cap_exo,1,60,40
2046,ev_cap_exo,1,60,40
2047,ev_cap_exo,1,60,40
2048,ev_cap_exo,1,60,40
2049,ev_cap_exo,1,60,40
2050,ev_cap_exo,1,60,40
2020,ev_cap_exo,1,61,0
2021,ev_cap_exo,1,61,0
2022,ev_cap_exo,1,61,0
2023,ev_cap_exo,1,61,0
2024,ev_cap_exo,1,61,0
2025,ev_cap_exo,1,61,0
2026,ev_cap_exo,1,61,0
2027,ev_cap_exo,1,61,0
2028,ev_cap_exo,1,61,0
2029,ev_cap_exo,1,61,0
2030,ev_cap_exo,1,61,0
2031,ev_cap_exo,1,61,0
2032,ev_cap_exo,1,61,0
2033,ev_cap_exo,1,61,0
2034,ev_cap_exo,1,61,0
2035,ev_cap_exo,1,61,0
2036,ev_cap_exo,1,61,0
2037,ev_cap_exo,1,61,0
2038,ev_cap_exo,1,61,0
2039,ev_cap_exo,1,61,0
2040,ev_cap_exo,1,61,0
2041,ev_cap_exo,1,61,0
2042,ev_cap_exo,1,61,0
2043,ev_cap_exo,1,61,0
2044,ev_cap_exo,1,61,0
2045,ev_cap_exo,1,61,0
2046,ev_cap_exo,1,61,0
2047,ev_cap_exo,1,61,0
2048,ev_cap_exo,1,61,0
2049,ev_cap_exo,1,61,0
2050,ev_cap_exo,1,61,0
2020,ev_cap_exo,1,70,107
2021,ev_cap_exo,1,70,107
2022,ev_cap_exo,1,70,107
2023,ev_cap_exo,1,70,107
2024,ev_cap_exo,1,70,107
2025,ev_cap_exo,1,70,107
2026,ev_cap_exo,1,70,107
2027,ev_cap_exo,1,70,107
2028,ev_cap_exo,1,70,107
2029,ev_cap_exo,1,70,107
2030,ev_cap_exo,1,70,107
2031,ev_cap_exo,1,70,107
2032,ev_cap_exo,1,70,107
2033,ev_cap_exo,1,70,107
2034,ev_cap_exo,1,70,107
2035,ev_cap_exo,1,70,107
2036,ev_cap_exo,1,70,107
2037,ev_cap_exo,1,70,107
2038,ev_cap_exo,1,70,107
2039,ev_cap_exo,1,70,107
2040,ev_cap_exo,1,70,107
2041,ev_cap_exo,1,70,107
2042,ev_cap_exo,1,70,107
2043,ev_cap_exo,1,70,107
2044,ev_cap_exo,1,70,107
2045,ev_cap_exo,1,70,107
2046,ev_cap_exo,1,70,107
2047,ev_cap_exo,1,70,107
2048,ev_cap_exo,1,70,107
2049,ev_cap_exo,1,70,107
2050,ev_cap_exo,1,70,107
2020,ev_cap_exo,2,50,395
2021,ev_cap_exo,2,50,395
2022,ev_cap_exo,2,50,395
2023,ev_cap_exo,2,50,395
2024,ev_cap_exo,2,50,395
2025,ev_cap_exo,2,50,395
2026,ev_cap_exo,2,50,395
2027,ev_cap_exo,2,50,395
2028,ev_cap_exo,2,50,395
2029,ev_cap_exo,2,50,395
2030,ev_cap_exo,2,50,395
2031,ev_cap_exo,2,50,395
2032,ev_cap_exo,2,50,395
2033,ev_cap_exo,2,50,395
2034,ev_cap_exo,2,50,395
2035,ev_cap_exo,2,50,395
2036,ev_cap_exo,2,50,395
2037,ev_cap_exo,2,50,395
2038,ev_cap_exo,2,50,395
2039,ev_cap_exo,2,50,395
2040,ev_cap_exo,2,50,395
2041,ev_cap_exo,2,50,395
2042,ev_cap_exo,2,50,395
2043,ev_cap_exo,2,50,395
2044,ev_cap_exo,2,50,395
2045,ev_cap_exo,2,50,395
2046,ev_cap_exo,2,50,395
2047,ev_cap_exo,2,50,395
2048,ev_cap_exo,2,50,395
2049,ev_cap_exo,2,50,395
2050,ev_cap_exo,2,50,395
2020,ev_cap_exo,2,51,192
2021,ev_cap_exo,2,51,192
2022,ev_cap_exo,2,51,192
2023,ev_cap_exo,2,51,192
2024,ev_cap_exo,2,51,192
2025,ev_cap_exo,2,51,192
2026,ev_cap_exo,2,51,192
2027,ev_cap_exo,2,51,192
2028,ev_cap_exo,2,51,192
2029,ev_cap_exo,2,51,192
2030,ev_cap_exo,2,51,192
2031,ev_cap_exo,2,51,192
2032,ev_cap_exo,2,51,192
2033,ev_cap_exo,2,51,192
2034,ev_cap_exo,2,51,192
2035,ev_cap_exo,2,51,192
2036,ev_cap_exo,2,51,192
2037,ev_cap_exo,2,51,192
2038,ev_cap_exo,2,51,192
2039,ev_cap_exo,2,51,192
2040,ev_cap_exo,2,51,192
2041,ev_cap_exo,2,51,192
2042,ev_cap_exo,2,51,192
2043,ev_cap_exo,2,51,192
2044,ev_cap_exo,2,51,192
2045,ev_cap_exo,2,51,192
2046,ev_cap_exo,2,51,192
2047,ev_cap_exo,2,51,192
2048,ev_cap_exo,2,51,192
2049,ev_cap_exo,2,51,192
2050,ev_cap_exo,2,51,192
2020,ev_cap_exo,2,52,0
2021,ev_cap_exo,2,52,0
2022,ev_cap_exo,2,52,0
2023,ev_cap_exo,2,52,0
2024,ev_cap_exo,2,52,0
2025,ev_cap_exo,2,52,0
2026,ev_cap_exo,2,52,0
2027,ev_cap_exo,2,52,0
2028,ev_cap_exo,2,52,0
2029,ev_cap_exo,2,52,0
2030,ev_cap_exo,2,52,0
2031,ev_cap_exo,2,52,0
2032,ev_cap_exo,2,52,0
2033,ev_cap_exo,2,52,0
2034,ev_cap_exo,2,52,0
2035,ev_cap_exo,2,52,0
2036,ev_cap_exo,2,52,0
2037,ev_cap_exo,2,52,0
2038,ev_cap_exo,2,52,0
2039,ev_cap_exo,2,52,0
2040,ev_cap_exo,2,52,0
2041,ev_cap_exo,2,52,0
2042,ev_cap_exo,2,52,0
2043,ev_cap_exo,2,52,0
2044,ev_cap_exo,2,52,0
2045,ev_cap_exo,2,52,0
2046,ev_cap_exo,2,52,0
2047,ev_cap_exo,2,52,0
2048,ev_cap_exo,2,52,0
2049,ev_cap_exo,2,52,0
2050,ev_cap_exo,2,52,0
2020,ev_cap_exo,2,53,11
2021,ev_cap_exo,2,53,11
2022,ev_cap_exo,2,53,11
2023,ev_cap_exo,2,53,11
2024,ev_cap_exo,2,53,11
2025,ev_cap_exo,2,53,11
2026,ev_cap_exo,2,53,11
2027,ev_cap_exo,2,53,11
2028,ev_cap_exo,2,53,11
2029,ev_cap_exo,2,53,11
2030,ev_cap_exo,2,53,11
2031,ev_cap_exo,2,53,11
2032,ev_cap_exo,2,53,11
2033,ev_cap_exo,2,53,11
2034,ev_cap_exo,2,53,11
2035,ev_cap_exo,2,53,11
2036,ev_cap_exo,2,53,11
2037,ev_cap_exo,2,53,11
2038,ev_cap_exo,2,53,11
2039,ev_cap_exo,2,53,11
2040,ev_cap_exo,2,53,11
2041,ev_cap_exo,2,53,11
2042,ev_cap_exo,2,53,11
2043,ev_cap_exo,2,53,11
2044,ev_cap_exo,2,53,11
2045,ev_cap_exo,2,53,11
2046,ev_cap_exo,2,53,11
2047,ev_cap_exo,2,53,11
2048,ev_cap_exo,2,53,11
2049,ev_cap_exo,2,53,11
2050,ev_cap_exo,2,53,11
2020,ev_cap_exo,2,60,14
2021,ev_cap_exo,2,60,14
2022,ev_cap_exo,2,60,14
2023,ev_cap_exo,2,60,14
2024,ev_cap_exo,2,60,14
2025,ev_cap_exo,2,60,14
2026,ev_cap_exo,2,60,14
2027,ev_cap_exo,2,60,14
2028,ev_cap_exo,2,60,14
2029,ev_cap_exo,2,60,14
2030,ev_cap_exo,2,60,14
2031,ev_cap_exo,2,60,14
2032,ev_cap_exo,2,60,14
2033,ev_cap_exo,2,60,14
2034,ev_cap_exo,2,60,14
2035,ev_cap_exo,2,60,14
2036,ev_cap_exo,2,60,14
2037,ev_cap_exo,2,60,14
2038,ev_cap_exo,2,60,14
2039,ev_cap_exo,2,60,14
2040,ev_cap_exo,2,60,14
2041,ev_cap_exo,2,60,14
2042,ev_cap_exo,2,60,14
2043,ev_cap_exo,2,60,14
2044,ev_cap_exo,2,60,14
2045,ev_cap_exo,2,60,14
2046,ev_cap_exo,2,60,14
2047,ev_cap_exo,2,60,14
2048,ev_cap_exo,2,60,14
2049,ev_cap_exo,2,60,14
2050,ev_cap_exo,2,60,14
2020,ev_cap_exo,2,61,0
2021,ev_cap_exo,2,61,0
2022,ev_cap_exo,2,61,0
2023,ev_cap_exo,2,61,0
2024,ev_cap_exo,2,61,0
2025,ev_cap_exo,2,61,0
2026,ev_cap_exo,2,61,0
2027,ev_cap_exo,2,61,0
2028,ev_cap_exo,2,61,0
2029,ev_cap_exo,2,61,0
2030,ev_cap_exo,2,61,0
2031,ev_cap_exo,2,61,0
2032,ev_cap_exo,2,61,0
2033,ev_cap_exo,2,61,0
2034,ev_cap_exo,2,61,0
2035,ev_cap_exo,2,61,0
2036,ev_cap_exo,2,61,0
2037,ev_cap_exo,2,61,0
2038,ev_cap_exo,2,61,0
2039,ev_cap_exo,2,61,0
2040,ev_cap_exo,2,61,0
2041,ev_cap_exo,2,61,0
2042,ev_cap_exo,2,61,0
2043,ev_cap_exo,2,61,0
2044,ev_cap_exo,2,61,0
2045,ev_cap_exo,2,61,0
2046,ev_cap_exo,2,61,0
2047,ev_cap_exo,2,61,0
2048,ev_cap_exo,2,61,0
2049,ev_cap_exo,2,61,0
2050,ev_cap_exo,2,61,0
2020,ev_cap_exo,2,70,36
2021,ev_cap_exo,2,70,36
2022,ev_cap_exo,2,70,36
2023,ev_cap_exo,2,70,36
2024,ev_cap_exo,2,70,36
2025,ev_cap_exo,2,70,36
2026,ev_cap_exo,2,70,36
2027,ev_cap_exo,2,70,36
2028,ev_cap_exo,2,70,36
2029,ev_cap_exo,2,70,36
2030,ev_cap_exo,2,70,36
2031,ev_cap_exo,2,70,36
2032,ev_cap_exo,2,70,36
2033,ev_cap_exo,2,70,36
2034,ev_cap_exo,2,70,36
2035,ev_cap_exo,2,70,36
2036,ev_cap_exo,2,70,36
2037,ev_cap_exo,2,70,36
2038,ev_cap_exo,2,70,36
2039,ev_cap_exo,2,70,36
2040,ev_cap_exo,2,70,36
2041,ev_cap_exo,2,70,36
2042,ev_cap_exo,2,70,36
2043,ev_cap_exo,2,70,36
2044,ev_cap_exo,2,70,36
2045,ev_cap_exo,2,70,36
2046,ev_cap_exo,2,70,36
2047,ev_cap_exo,2,70,36
2048,ev_cap_exo,2,70,36
2049,ev_cap_exo,2,70,36
2050,ev_cap_exo,2,70,36
2020,ev_cap_exo,3,50,644
2021,ev_cap_exo,3,50,644
2022,ev_cap_exo,3,50,644
2023,ev_cap_exo,3,50,644
2024,ev_cap_exo,3,50,644
2025,ev_cap_exo,3,50,644
2026,ev_cap_exo,3,50,644
2027,ev_cap_exo,3,50,644
2028,ev_cap_exo,3,50,644
2029,ev_cap_exo,3,50,644
2030,ev_cap_exo,3,50,644
2031,ev_cap_exo,3,50,644
2032,ev_cap_exo,3,50,644
2033,ev_cap_exo,3,50,644
2034,ev_cap_exo,3,50,644
2035,ev_cap_exo,3,50,644
2036,ev_cap_exo,3,50,644
2037,ev_cap_exo,3,50,644
2038,ev_cap_exo,3,50,644
2039,ev_cap_exo,3,50,644
2040,ev_cap_exo,3,50,644
2041,ev_cap_exo,3,50,644
2042,ev_cap_exo,3,50,644
2043,ev_cap_exo,3,50,644
2044,ev_cap_exo,3,50,644
2045,ev_cap_exo,3,50,644
2046,ev_cap_exo,3,50,644
2047,ev_cap_exo,3,50,644
2048,ev_cap_exo,3,50,644
2049,ev_cap_exo,3,50,644
2050,ev_cap_exo,3,50,644
2020,ev_cap_exo,3,51,313
2021,ev_cap_exo,3,51,313
2022,ev_cap_exo,3,51,313
2023,ev_cap_exo,3,51,313
2024,ev_cap_exo,3,51,313
2025,ev_cap_exo,3,51,313
2026,ev_cap_exo,3,51,313
2027,ev_cap_exo,3,51,313
2028,ev_cap_exo,3,51,313
2029,ev_cap_exo,3,51,313
2030,ev_cap_exo,3,51,313
2031,ev_cap_exo,3,51,313
2032,ev_cap_exo,3,51,313
2033,ev_cap_exo,3,51,313
2034,ev_cap_exo,3,51,313
2035,ev_cap_exo,3,51,313
2036,ev_cap_exo,3,51,313
2037,ev_cap_exo,3,51,313
2038,ev_cap_exo,3,51,313
2039,ev_cap_exo,3,51,313
2040,ev_cap_exo,3,51,313
2041,ev_cap_exo,3,51,313
2042,ev_cap_exo,3,51,313
2043,ev_cap_exo,3,51,313
2044,ev_cap_exo,3,51,313
2045,ev_cap_exo,3,51,313
2046,ev_cap_exo,3,51,313
2047,ev_cap_exo,3,51,313
2048,ev_cap_exo,3,51,313
2049,ev_cap_exo,3,51,313
2050,ev_cap_exo,3,51,313
2020,ev_cap_exo,3,52,0
2021,ev_cap_exo,3,52,0
2022,ev_cap_exo,3,52,0
2023,ev_cap_exo,3,52,0
2024,ev_cap_exo,3,52,0
2025,ev_cap_exo,3,52,0
2026,ev_cap_exo,3,52,0
2027,ev_cap_exo,3,52,0
2028,ev_cap_exo,3,52,0
2029,ev_cap_exo,3,52,0
2030,ev_cap_exo,3,52,0
2031,ev_cap_exo,3,52,0
2032,ev_cap_exo,3,52,0
2033,ev_cap_exo,3,52,0
2034,ev_cap_exo,3,52,0
2035,ev_cap_exo,3,52,0
2036,ev_cap_exo,3,52,0
2037,ev_cap_exo,3,52,0
2038,ev_cap_exo,3,52,0
2039,ev_cap_exo,3,52,0
2040,ev_cap_exo,3,52,0
2041,ev_cap_exo,3,52,0
2042,ev_cap_exo,3,52,0
2043,ev_cap_exo,3,52,0
2044,ev_cap_exo,3,52,0
2045,ev_cap_exo,3,52,0
2046,ev_cap_exo,3,52,0
2047,ev_cap_exo,3,52,0
2048,ev_cap_exo,3,52,0
2049,ev_cap_exo,3,52,0
2050,ev_cap_exo,3,52,0
2020,ev_cap_exo,3,53,18
2021,ev_cap_exo,3,53,18
2022,ev_cap_exo,3,53,18
2023,ev_cap_exo,3,53,18
2024,ev_cap_exo,3,53,18
2025,ev_cap_exo,3,53,18
2026,ev_cap_exo,3,53,18
2027,ev_cap_exo,3,53,18
2028,ev_cap_exo,3,53,18
2029,ev_cap_exo,3,53,18
2030,ev_cap_exo,3,53,18
2031,ev_cap_exo,3,53,18
2032,ev_cap_exo,3,53,18
2033,ev_cap_exo,3,53,18
2034,ev_cap_exo,3,53,18
2035,ev_cap_exo,3,53,18
2036,ev_cap_exo,3,53,18
2037,ev_cap_exo,3,53,18
2038,ev_cap_exo,3,53,18
2039,ev_cap_exo,3,53,18
2040,ev_cap_exo,3,53,18
2041,ev_cap_exo,3,53,18
2042,ev_cap_exo,3,53,18
2043,ev_cap_exo,3,53,18
2044,ev_cap_exo,3,53,18
2045,ev_cap_exo,3,53,18
2046,ev_cap_exo,3,53,18
2047,ev_cap_exo,3,53,18
2048,ev_cap_exo,3,53,18
2049,ev_cap_exo,3,53,18
2050,ev_cap_exo,3,53,18
2020,ev_cap_exo,3,60,22
2021,ev_cap_exo,3,60,22
2022,ev_cap_exo,3,60,22
2023,ev_cap_exo,3,60,22
2024,ev_cap_exo,3,60,22
2025,ev_cap_exo,3,60,22
2026,ev_cap_exo,3,60,22
2027,ev_cap_exo,3,60,22
2028,ev_cap_exo,3,60,22
2029,ev_cap_exo,3,60,22
2030,ev_cap_exo,3,60,22
2031,ev_cap_exo,3,60,22
2032,ev_cap_exo,3,60,22
2033,ev_cap_exo,3,60,22
2034,ev_cap_exo,3,60,22
2035,ev_cap_exo,3,60,22
2036,ev_cap_exo,3,60,22
2037,ev_cap_exo,3,60,22
2038,ev_cap_exo,3,60,22
2039,ev_cap_exo,3,60,22
2040,ev_cap_exo,3,60,22
2041,ev_cap_exo,3,60,22
2042,ev_cap_exo,3,60,22
2043,ev_cap_exo,3,60,22
2044,ev_cap_exo,3,60,22
2045,ev_cap_exo,3,60,22
2046,ev_cap_exo,3,60,22
2047,ev_cap_exo,3,60,22
2048,ev_cap_exo,3,60,22
2049,ev_cap_exo,3,60,22
2050,ev_cap_exo,3,60,22
2020,ev_cap_exo,3,61,0
2021,ev_cap_exo,3,61,0
2022,ev_cap_exo,3,61,0
2023,ev_cap_exo,3,61,0
2024,ev_cap_exo,3,61,0
2025,ev_cap_exo,3,61,0
2026,ev_cap_exo,3,61,0
2027,ev_cap_exo,3,61,0
2028,ev_cap_exo,3,61,0
2029,ev_cap_exo,3,61,0
2030,ev_cap_exo,3,61,0
2031,ev_cap_exo,3,61,0
2032,ev_cap_exo,3,61,0
2033,ev_cap_exo,3,61,0
2034,ev_cap_exo,3,61,0
2035,ev_cap_exo,3,61,0
2036,ev_cap_exo,3,61,0
2037,ev_cap_exo,3,61,0
2038,ev_cap_exo,3,61,0
2039,ev_cap_exo,3,61,0
2040,ev_cap_exo,3,61,0
2041,ev_cap_exo,3,61,0
2042,ev_cap_exo,3,61,0
2043,ev_cap_exo,3,61,0
2044,ev_cap_exo,3,61,0
2045,ev_cap_exo,3,61,0
2046,ev_cap_exo,3,61,0
2047,ev_cap_exo,3,61,0
2048,ev_cap_exo,3,61,0
2049,ev_cap_exo,3,61,0
2050,ev_cap_exo,3,61,0
2020,ev_cap_exo,3,70,60
2021,ev_cap_exo,3,70,60
2022,ev_cap_exo,3,70,60
2023,ev_cap_exo,3,70,60
2024,ev_cap_exo,3,70,60
2025,ev_cap_exo,3,70,60
2026,ev_cap_exo,3,70,60
2027,ev_cap_exo,3,70,60
2028,ev_cap_exo,3,70,60
2029,ev_cap_exo,3,70,60
2030,ev_cap_exo,3,70,60
2031,ev_cap_exo,3,70,60
2032,ev_cap_exo,3,70,60
2033,ev_cap_exo,3,70,60
2034,ev_cap_exo,3,70,60
2035,ev_cap_exo,3,70,60
2036,ev_cap_exo,3,70,60
2037,ev_cap_exo,3,70,60
2038,ev_cap_exo,3,70,60
2039,ev_cap_exo,3,70,60
2040,ev_cap_exo,3,70,60
2041,ev_cap_exo,3,70,60
2042,ev_cap_exo,3,70,60
2043,ev_cap_exo,3,70,60
2044,ev_cap_exo,3,70,60
2045,ev_cap_exo,3,70,60
2046,ev_cap_exo,3,70,60
2047,ev_cap_exo,3,70,60
2048,ev_cap_exo,3,70,60
2049,ev_cap_exo,3,70,60
2050,ev_cap_exo,3,70,60
2020,ev_cap_exo,4,50,6562
2021,ev_cap_exo,4,50,6562
2022,ev_cap_exo,4,50,6562
2023,ev_cap_exo,4,50,6562
2024,ev_cap_exo,4,50,6562
2025,ev_cap_exo,4,50,6562
2026,ev_cap_exo,4,50,6562
2027,ev_cap_exo,4,50,6562
2028,ev_cap_exo,4,50,6562
2029,ev_cap_exo,4,50,6562
2030,ev_cap_exo,4,50,6562
2031,ev_cap_exo,4,50,6562
2032,ev_cap_exo,4,50,6562
2033,ev_cap_exo,4,50,6562
2034,ev_cap_exo,4,50,6562
2035,ev_cap_exo,4,50,6562
2036,ev_cap_exo,4,50,6562
2037,ev_cap_exo,4,50,6562
2038,ev_cap_exo,4,50,6562
2039,ev_cap_exo,4,50,6562
2040,ev_cap_exo,4,50,6562
2041,ev_cap_exo,4,50,6562
2042,ev_cap_exo,4,50,6562
2043,ev_cap_exo,4,50,6562
2044,ev_cap_exo,4,50,6562
2045,ev_cap_exo,4,50,6562
2046,ev_cap_exo,4,50,6562
2047,ev_cap_exo,4,50,6562
2048,ev_cap_exo,4,50,6562
2049,ev_cap_exo,4,50,6562
2050,ev_cap_exo,4,50,6562
2020,ev_cap_exo,4,51,3197
2021,ev_cap_exo,4,51,3197
2022,ev_cap_exo,4,51,3197
2023,ev_cap_exo,4,51,3197
2024,ev_cap_exo,4,51,3197
2025,ev_cap_exo,4,51,3197
2026,ev_cap_exo,4,51,3197
2027,ev_cap_exo,4,51,3197
2028,ev_cap_exo,4,51,3197
2029,ev_cap_exo,4,51,3197
2030,ev_cap_exo,4,51,3197
2031,ev_cap_exo,4,51,3197
2032,ev_cap_exo,4,51,3197
2033,ev_cap_exo,4,51,3197
2034,ev_cap_exo,4,51,3197
2035,ev_cap_exo,4,51,3197
2036,ev_cap_exo,4,51,3197
2037,ev_cap_exo,4,51,3197
2038,ev_cap_exo,4,51,3197
2039,ev_cap_exo,4,51,3197
2040,ev_cap_exo,4,51,3197
2041,ev_cap_exo,4,51,3197
2042,ev_cap_exo,4,51,3197
2043,ev_cap_exo,4,51,3197
2044,ev_cap_exo,4,51,3197
2045,ev_cap_exo,4,51,3197
2046,ev_cap_exo,4,51,3197
2047,ev_cap_exo,4,51,3197
2048,ev_cap_exo,4,51,3197
2049,ev_cap_exo,4,51,3197
2050,ev_cap_exo,4,51,3197
2020,ev_cap_exo,4,52,16
2021,ev_cap_exo,4,52,16
2022,ev_cap_exo,4,52,16
2023,ev_cap_exo,4,52,16
2024,ev_cap_exo,4,52,16
2025,ev_cap_exo,4,52,16
2026,ev_cap_exo,4,52,16
2027,ev_cap_exo,4,52,16
2028,ev_cap_exo,4,52,16
2029,ev_cap_exo,4,52,16
2030,ev_cap_exo,4,52,16
2031,ev_cap_exo,4,52,16
2032,ev_cap_exo,4,52,16
2033,ev_cap_exo,4,52,16
2034,ev_cap_exo,4,52,16
2035,ev_cap_exo,4,52,16
2036,ev_cap_exo,4,52,16
2037,ev_cap_exo,4,52,16
2038,ev_cap_exo,4,52,16
2039,ev_cap_exo,4,52,16
2040,ev_cap_exo,4,52,16
2041,ev_cap_exo,4,52,16
2042,ev_cap_exo,4,52,16
2043,ev_cap_exo,4,52,16
2044,ev_cap_exo,4,52,16
2045,ev_cap_exo,4,52,16
2046,ev_cap_exo,4,52,16
2047,ev_cap_exo,4,52,16
2048,ev_cap_exo,4,52,16
2049,ev_cap_exo,4,52,16
2050,ev_cap_exo,4,52,16
2020,ev_cap_exo,4,53,182
2021,ev_cap_exo,4,53,182
2022,ev_cap_exo,4,53,182
2023,ev_cap_exo,4,53,182
2024,ev_cap_exo,4,53,182
2025,ev_cap_exo,4,53,182
2026,ev_cap_exo,4,53,182
2027,ev_cap_exo,4,53,182
2028,ev_cap_exo,4,53,182
2029,ev_cap_exo,4,53,182
2030,ev_cap_exo,4,53,182
2031,ev_cap_exo,4,53,182
2032,ev_cap_exo,4,53,182
2033,ev_cap_exo,4,53,182
2034,ev_cap_exo,4,53,182
2035,ev_cap_exo,4,53,182
2036,ev_cap_exo,4,53,182
2037,ev_cap_exo,4,53,182
2038,ev_cap_exo,4,53,182
2039,ev_cap_exo,4,53,182
2040,ev_cap_exo,4,53,182
2041,ev_cap_exo,4,53,182
2042,ev_cap_exo,4,53,182
2043,ev_cap_exo,4,53,182
2044,ev_cap_exo,4,53,182
2045,ev_cap_exo,4,53,182
